0.737255,1,0.736710,0.028281,0.368355,0.500000,0.734034,0.378174,0.376198,0.558392,0.589377,0.735066
0.705882,1,0.710918,0.236540,0.355459,0.236540,0.704899,0.376769,0.363302,0.545048,0.568681,0.712129
0.694118,1,0.618384,0.230888,0.309192,0.230888,0.596806,0.375651,0.317035,0.499699,0.492937,0.644985
0.737255,1,0.728214,0.031795,0.364107,0.031795,0.725609,0.373553,0.371950,0.551904,0.582572,0.730577
0.768627,1,0.747789,0.028874,0.373895,0.500000,0.744993,0.384307,0.381738,0.566914,0.598346,0.753478
0.745098,1,0.747587,0.026275,0.373794,0.500000,0.745081,0.383124,0.381637,0.566221,0.598127,0.749753
0.772549,1,0.757879,0.030957,0.378939,0.030957,0.755184,0.389110,0.386783,0.574289,0.606358,0.759467
0.737255,1,0.742295,0.024929,0.371148,0.500000,0.739381,0.381922,0.378991,0.563016,0.593910,0.742453
0.729412,1,0.652871,0.331649,0.326435,0.331649,0.621826,0.427381,0.334278,0.542231,0.518673,0.672796
0.713725,1,0.720863,0.034556,0.360431,0.034556,0.717949,0.370892,0.368275,0.546965,0.576727,0.718187
0.749020,1,0.755969,0.054840,0.377984,0.054840,0.751477,0.394895,0.385828,0.576253,0.604726,0.758454
0.725490,1,0.732763,0.023060,0.366382,0.500000,0.730169,0.375850,0.374225,0.555288,0.586442,0.733793
0.745098,1,0.745828,0.027566,0.372914,0.500000,0.742888,0.383837,0.380757,0.565714,0.596660,0.748174
0.286275,1,0.616706,0.307582,0.308353,0.307582,0.584277,0.407958,0.316196,0.515114,0.489191,0.544013
0.725490,1,0.664524,0.324298,0.332262,0.324298,0.634096,0.432967,0.340105,0.550671,0.528199,0.700650
0.749020,1,0.744769,0.032864,0.372384,0.032864,0.742093,0.382310,0.380227,0.564427,0.595845,0.749638
0.745098,1,0.741368,0.046874,0.370684,0.046874,0.738716,0.380476,0.378527,0.561835,0.593099,0.742779
0.768627,1,0.748891,0.031795,0.374445,0.031795,0.745837,0.385835,0.382288,0.568223,0.599099,0.752142
0.725490,1,0.677411,0.312926,0.338706,0.312926,0.656217,0.410211,0.346549,0.545500,0.540297,0.707781
0.780392,1,0.774275,0.023514,0.387137,0.500000,0.771444,0.398051,0.394980,0.586856,0.619518,0.778486
0.729412,1,0.734072,0.026205,0.367036,0.500000,0.731399,0.376809,0.374879,0.556412,0.587252,0.737006
0.694118,1,0.703678,0.026082,0.351839,0.500000,0.700691,0.362307,0.359682,0.534250,0.562952,0.701791
0.725490,1,0.713487,0.041615,0.356744,0.041615,0.710524,0.367272,0.364587,0.541537,0.570873,0.713797
0.760784,1,0.747608,0.013310,0.373804,0.500000,0.745700,0.380909,0.381647,0.565120,0.598333,0.749995
0.756863,1,0.749682,0.040861,0.374841,0.040861,0.747003,0.384841,0.382684,0.568113,0.599755,0.756014
0.737255,1,0.738880,0.045490,0.369440,0.045490,0.735933,0.380284,0.377283,0.560517,0.591103,0.734266
0.756863,1,0.738627,0.033333,0.369313,0.033333,0.735537,0.380677,0.377156,0.560590,0.590918,0.739771
0.709804,1,0.708571,0.026151,0.354286,0.500000,0.705925,0.363623,0.362129,0.537302,0.566890,0.708077
0.721569,1,0.669335,0.320154,0.334668,0.320154,0.641058,0.428932,0.342511,0.550977,0.532540,0.699950
0.470588,1,0.627665,0.307597,0.313833,0.307597,0.595161,0.415442,0.321676,0.524112,0.498025,0.617900
0.737255,1,0.731361,0.024045,0.365680,0.500000,0.728801,0.375003,0.373523,0.554175,0.585092,0.733120
0.772549,1,0.781379,0.031280,0.390689,0.031280,0.778087,0.403501,0.398533,0.593097,0.625115,0.782250
0.705882,1,0.671862,0.308428,0.335931,0.308428,0.648865,0.412881,0.343774,0.544146,0.535553,0.708478
0.768627,1,0.751800,0.031442,0.375900,0.031442,0.748680,0.387582,0.383743,0.570530,0.601549,0.755903
0.705882,1,0.718529,0.017724,0.359265,0.500000,0.716262,0.367377,0.367108,0.544058,0.574844,0.721171
0.760784,1,0.734599,0.027297,0.367300,0.500000,0.731844,0.377382,0.375143,0.556958,0.587676,0.731906
0.741176,1,0.741517,0.024775,0.370759,0.500000,0.738837,0.380659,0.378602,0.562000,0.593244,0.743471
0.180392,1,0.631311,0.326690,0.315655,0.326690,0.598396,0.419146,0.323498,0.527719,0.500846,0.568645
0.745098,1,0.744601,0.079677,0.372301,0.079677,0.740986,0.385709,0.380144,0.566051,0.595778,0.744518
0.713725,1,0.731724,0.049566,0.365862,0.049566,0.728326,0.378244,0.373705,0.555980,0.585366,0.734386
0.752941,1,0.739771,0.021861,0.369886,0.500000,0.737500,0.378255,0.377729,0.559936,0.591968,0.742399
0.752941,1,0.744174,0.020569,0.372087,0.500000,0.741825,0.380794,0.379930,0.563374,0.595652,0.743688
0.756863,1,0.753250,0.023353,0.376625,0.500000,0.750628,0.386460,0.384468,0.570681,0.602608,0.754029
0.721569,1,0.698332,0.323260,0.349166,0.323260,0.677746,0.420765,0.357009,0.560984,0.557177,0.720725
0.768627,1,0.744808,0.029489,0.372404,0.029489,0.741709,0.383901,0.380247,0.565245,0.595834,0.746567
0.725490,1,0.697962,0.315279,0.348981,0.315279,0.683697,0.398569,0.356824,0.549662,0.557700,0.713796
0.745098,1,0.745711,0.297962,0.372855,0.297962,0.738335,0.400248,0.380698,0.573894,0.596417,0.746978
0.760784,1,0.765326,0.036432,0.382663,0.036432,0.762054,0.395134,0.390506,0.580981,0.612263,0.765723
0.658824,1,0.658261,0.330119,0.329131,0.330119,0.629969,0.421887,0.336974,0.542078,0.523622,0.637203
0.690196,1,0.620008,0.209173,0.310004,0.209173,0.593861,0.390746,0.317847,0.508052,0.493394,0.594893
0.749020,1,0.752048,0.053987,0.376024,0.053987,0.748332,0.389944,0.383867,0.571838,0.601662,0.751747
0.756863,1,0.770999,0.041300,0.385499,0.041300,0.767831,0.397663,0.393343,0.585046,0.616789,0.771964
0.709804,1,0.652269,0.321761,0.326135,0.321761,0.624131,0.417546,0.333978,0.537004,0.518844,0.691017
0.733333,1,0.719216,0.011080,0.359608,0.500000,0.717161,0.366967,0.367451,0.544188,0.575678,0.720856
0.745098,1,0.742259,0.027628,0.371129,0.500000,0.739729,0.380483,0.378973,0.562276,0.593830,0.740916
0.745098,1,0.731475,0.041415,0.365737,0.041415,0.728116,0.377973,0.373580,0.555721,0.585162,0.730222
0.705882,1,0.718324,0.044937,0.359162,0.044937,0.715913,0.367785,0.367005,0.544162,0.574657,0.717347
0.698039,1,0.707544,0.013564,0.353772,0.500000,0.705474,0.361069,0.361615,0.535518,0.566216,0.705685
0.745098,1,0.735268,0.025075,0.367634,0.500000,0.732650,0.377219,0.375477,0.557205,0.588267,0.737740
0.756863,1,0.738044,0.029558,0.369022,0.029558,0.735307,0.379081,0.376865,0.559502,0.590436,0.738328
0.764706,1,0.740656,0.018577,0.370328,0.500000,0.738236,0.379255,0.378171,0.560872,0.592623,0.743311
0.725490,1,0.712621,0.015540,0.356310,0.500000,0.710351,0.364367,0.364154,0.539655,0.570213,0.714613
0.733333,1,0.736125,0.021692,0.368063,0.500000,0.733680,0.377029,0.375906,0.557530,0.589084,0.735543
