0.878431,0,0.760244,0.412388,0.380122,0.412388,0.716185,0.546946,0.384044,0.654681,0.602008,0.843247
0.905882,0,0.766361,0.429227,0.383181,0.429227,0.720356,0.558775,0.387102,0.663632,0.606588,0.706889
0.894118,0,0.808489,0.393764,0.404244,0.393764,0.770337,0.557867,0.408166,0.683978,0.642459,0.810398
0.898039,0,0.822718,0.439885,0.411359,0.439885,0.782248,0.577184,0.415280,0.700716,0.653318,0.850774
0.917647,0,0.849501,0.426943,0.424750,0.426943,0.815998,0.566496,0.428672,0.708624,0.676370,0.828658
0.945098,0,0.813523,0.441230,0.406762,0.441230,0.776056,0.558569,0.410683,0.686821,0.646583,0.811274
0.211765,1,0.800024,0.390388,0.400012,0.390388,0.761562,0.553264,0.403933,0.677481,0.635489,0.754384
0.611765,1,0.809221,0.381123,0.404611,0.381123,0.771771,0.555549,0.408532,0.683176,0.643279,0.800074
0.925490,0,0.854987,0.429673,0.427494,0.429673,0.822370,0.566387,0.431415,0.711290,0.680945,0.787338
0.498039,1,0.822324,0.470727,0.411162,0.470727,0.787032,0.555703,0.415083,0.689738,0.654142,0.830733
0.776471,0,0.801201,0.400200,0.400601,0.400200,0.769374,0.527604,0.404522,0.665183,0.637852,0.776680
0.839216,0,0.799098,0.420469,0.399549,0.420469,0.766224,0.530385,0.403471,0.665539,0.635957,0.795426
0.898039,0,0.780614,0.417539,0.390307,0.417539,0.740940,0.544553,0.394228,0.663522,0.619558,0.805328
0.898039,0,0.768292,0.414587,0.384146,0.414587,0.725496,0.547902,0.388068,0.659126,0.608819,0.813062
0.917647,0,0.811911,0.428989,0.405956,0.428989,0.772131,0.566815,0.409877,0.690162,0.644755,0.804455
0.556863,1,0.818870,0.438670,0.409435,0.438670,0.781194,0.563091,0.413357,0.691737,0.650845,0.810322
0.866667,0,0.814983,0.412103,0.407492,0.412103,0.780871,0.545952,0.411413,0.681210,0.648491,0.786710
0.847059,0,0.807618,0.419385,0.403809,0.419385,0.769316,0.557875,0.407731,0.683551,0.641654,0.847709
0.901961,0,0.892900,0.209650,0.446450,0.209650,0.887548,0.470251,0.450372,0.681859,0.714272,0.898795
0.901961,0,0.798973,0.393426,0.399487,0.393426,0.765133,0.534146,0.403408,0.667365,0.635677,0.736879
0.901961,0,0.800294,0.408958,0.400147,0.408958,0.762463,0.550934,0.404069,0.676445,0.635871,0.805747
0.882353,0,0.886867,0.188089,0.443434,0.188089,0.877823,0.483381,0.447355,0.685452,0.709657,0.889521
0.898039,0,0.813375,0.444598,0.406687,0.444598,0.773352,0.568820,0.410609,0.691893,0.645885,0.847176
0.890196,0,0.828320,0.412841,0.414160,0.412841,0.794577,0.553366,0.418082,0.691534,0.659479,0.862533
0.721569,0,0.816687,0.445536,0.408344,0.445536,0.779725,0.558687,0.412265,0.688446,0.649267,0.756174
0.901961,0,0.905733,0.034771,0.452867,0.034771,0.902305,0.468330,0.456788,0.687273,0.724868,0.901101
